loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,earliest_cr_line,issue_d,application_type,mort_acc,pub_rec_bankruptcies,loan_status
9720,36 months,9.02,32.99,D,D1,4,RENT,60216.49,Source Verified,debt_consolidation,IL,12.58,0,2,16,0,31942,25.0,27,1999-04,2016-02,Individual,2,0,1
26874,36 months,13.32,112.37,B,B5,1,MORTGAGE,60355.54,Source Verified,debt_consolidation,VA,0.34,0,2,23,0,71543,47.1,30,2013-06,2019-07,Individual,3,0,0
18651,60 months,10.6,29.69,A,A1,1,OWN,41248.59,Verified,debt_consolidation,TX,7.83,0,0,14,0,55523,28.7,16,2011-10,2018-11,Individual,2,0,1
5361,36 months,9.48,14.01,A,A4,1,OTHER,91262.26,Verified,debt_consolidation,MO,24.32,1,0,9,0,20038,69.1,18,2007-03,2018-09,Individual,2,0,1
28724,36 months,11.29,117.86,A,A1,10,MORTGAGE,31794.16,Source Verified,vacation,IN,17.62,0,0,27,0,47412,72.0,27,1997-09,2017-06,Individual,2,0,0
33468,60 months,15.09,71.47,A,A1,10,MORTGAGE,16935.53,Source Verified,debt_consolidation,FL,13.51,3,1,23,0,63627,55.0,28,2008-09,2019-05,Individual,1,0,0
23449,36 months,13.58,80.51,D,D4,6,RENT,32264.75,Source Verified,credit_card,WA,13.02,1,1,28,0,22382,17.4,47,2014-01,2019-08,Individual,2,1,1
7877,60 months,7.28,12.5,C,C4,7,RENT,19446.77,Not Verified,debt_consolidation,TX,10.74,1,3,7,0,60255,31.3,8,2000-04,2017-06,Individual,4,0,1
7073,36 months,8.42,19.12,C,C4,1,OWN,60043.33,Not Verified,debt_consolidation,TX,7.57,0,4,18,0,51537,36.6,19,2004-04,2019-11,Individual,4,0,0
17516,36 months,12.08,62.35,D,D2,0,RENT,31218.1,Verified,debt_consolidation,WA,30.5,0,2,22,0,53347,23.8,41,2000-06,2019-02,Joint App,0,0,0
20750,36 months,8.92,56.61,A,A5,4,MORTGAGE,88504.93,Not Verified,debt_consolidation,TN,28.03,0,0,26,0,10644,34.5,40,2006-09,2019-10,Individual,2,0,0
22535,36 months,11.91,67.53,B,B1,10,RENT,87402.51,Not Verified,debt_consolidation,IN,10.25,1,0,6,0,8719,45.3,11,2005-04,2019-01,Individual,2,0,0
10502,36 months,12.37,46.8,E,E5,5,RENT,28141.92,Verified,debt_consolidation,OH,3.72,0,4,8,0,36447,51.2,10,2015-01,2017-12,Individual,2,0,0
20529,60 months,14.92,53.02,F,F2,8,RENT,30186.07,Source Verified,debt_consolidation,MD,17.18,1,1,28,0,32051,66.4,38,2008-06,2017-06,Individual,1,0,0
12508,36 months,9.28,35.24,C,C4,4,MORTGAGE,67552.73,Verified,home_improvement,NJ,14.97,0,1,17,0,24612,40.2,35,2018-12,2019-01,Individual,4,0,0
27760,36 months,11.76,115.11,A,A5,3,RENT,88247.78,Not Verified,wedding,GA,20.4,0,1,5,0,74149,34.6,6,2012-11,2017-12,Individual,1,0,0
32062,36 months,16.61,169.92,E,E2,8,RENT,14653.4,Source Verified,debt_consolidation,OH,21.98,0,2,6,0,19729,14.9,25,1998-06,2018-03,Individual,1,0,1
26454,36 months,16.37,127.4,F,F3,5,OTHER,58046.66,Source Verified,small_business,MA,7.81,0,3,29,0,29273,47.6,31,2014-04,2015-12,Individual,3,0,1
1048,60 months,8.39,1.18,C,C5,8,MORTGAGE,13114.13,Not Verified,home_improvement,GA,24.96,0,0,27,0,3875,31.6,46,2010-05,2017-09,Individual,2,0,0
39689,36 months,16.15,226.74,B,B5,7,MORTGAGE,35273.61,Source Verified,credit_card,GA,13.53,1,3,7,0,1625,36.5,9,2014-05,2016-11,Individual,3,0,1
1926,60 months,3.8,1.48,A,A2,7,RENT,94484.78,Verified,small_business,GA,20.26,0,3,17,0,26124,29.3,22,2004-04,2015-08,Individual,0,0,1
39977,36 months,17.02,207.25,D,D3,7,RENT,298302.12,Source Verified,credit_card,OH,14.17,0,2,21,0,58045,29.9,22,2007-07,2017-05,Individual,0,0,1
2239,36 months,10.26,6.33,F,F2,8,MORTGAGE,42476.48,Not Verified,wedding,GA,22.46,0,0,13,0,47698,55.0,21,2000-07,2018-06,Individual,3,0,0
21141,36 months,14.33,101.2,D,D3,5,RENT,23195.89,Verified,debt_consolidation,CA,0.0,1,2,9,0,55007,39.5,22,2018-04,2019-09,Individual,2,0,0
5132,36 months,8.74,16.15,B,B2,3,RENT,36022.7,Source Verified,credit_card,MO,21.17,1,3,21,0,60096,71.9,23,2014-09,2018-06,Individual,1,0,1
4712,60 months,11.01,10.54,D,D1,5,OWN,51003.11,Source Verified,home_improvement,PA,10.18,0,2,3,0,46411,18.3,3,2010-12,2019-12,Individual,2,0,1
27652,36 months,15.67,183.87,E,E5,3,RENT,32789.23,Source Verified,vacation,NC,16.51,0,0,7,0,35808,65.7,9,2014-09,2016-07,Individual,5,0,0
29385,36 months,15.06,164.84,C,C4,0,OWN,28144.46,Not Verified,credit_card,FL,24.71,0,1,1,0,29029,30.8,10,2018-02,2019-01,Individual,5,0,1
5611,36 months,8.26,15.17,E,E3,3,RENT,37944.89,Source Verified,house,NJ,10.38,0,0,26,0,3165,39.5,36,2001-06,2015-01,Individual,4,0,1
39089,36 months,16.19,236.91,B,B1,5,RENT,62152.5,Source Verified,home_improvement,PA,9.28,0,2,5,0,25824,50.5,18,1996-02,2017-06,Individual,1,0,1
13497,60 months,7.98,21.72,B,B1,5,RENT,44282.93,Not Verified,small_business,FL,13.4,0,4,26,0,39899,61.2,44,2015-05,2017-01,Individual,3,0,1
13414,60 months,10.98,29.68,D,D3,3,OWN,28883.86,Verified,medical,PA,12.95,2,2,12,0,18363,62.0,19,2013-08,2019-05,Individual,1,0,0
12582,36 months,13.58,69.26,C,C4,7,MORTGAGE,32792.74,Verified,small_business,MD,8.65,2,0,4,0,11415,61.6,15,1993-12,2015-04,Individual,1,0,0
18987,60 months,15.51,50.08,G,G2,3,MORTGAGE,38241.82,Not Verified,credit_card,MO,16.74,0,1,17,0,47339,36.5,20,2001-08,2017-11,Individual,1,0,1
7935,60 months,7.75,12.35,C,C4,7,RENT,26912.45,Not Verified,major_purchase,TN,17.11,0,1,10,0,38599,76.9,16,2008-03,2016-11,Individual,1,0,1
17566,36 months,10.78,75.64,B,B2,2,OWN,32071.18,Source Verified,debt_consolidation,IL,19.24,1,1,14,0,79691,53.0,18,1995-04,2017-07,Individual,1,0,0
9189,60 months,7.58,14.65,B,B1,10,MORTGAGE,72126.85,Verified,wedding,WA,10.26,1,2,29,0,65577,0.0,32,2003-07,2017-10,Individual,3,0,0
3005,36 months,6.4,6.02,C,C3,7,MORTGAGE,42693.73,Verified,medical,IN,9.39,0,3,19,0,62674,41.8,22,1993-01,2015-12,Individual,4,0,0
15380,60 months,12.27,27.01,B,B1,6,MORTGAGE,17118.38,Verified,home_improvement,WA,15.17,1,2,1,0,39868,33.6,1,2007-03,2018-12,Joint App,1,0,0
27218,60 months,15.78,53.4,D,D1,4,MORTGAGE,90668.86,Source Verified,debt_consolidation,MO,14.28,1,1,3,0,52387,34.9,8,1998-02,2018-01,Individual,1,0,1
30760,36 months,14.0,193.22,B,B1,8,MORTGAGE,62945.96,Source Verified,debt_consolidation,IL,14.42,0,2,23,0,70768,53.9,24,2009-12,2018-06,Individual,1,0,0
14780,60 months,9.12,28.34,B,B2,4,RENT,21378.06,Verified,debt_consolidation,MI,11.05,0,1,20,0,45560,47.3,27,2003-03,2019-04,Individual,2,0,0
13626,60 months,10.73,26.39,D,D3,8,OWN,39370.52,Source Verified,debt_consolidation,OH,18.31,0,3,15,0,20309,27.7,16,2013-06,2019-04,Individual,3,0,1
31711,36 months,14.78,165.33,A,A5,1,RENT,30477.4,Not Verified,home_improvement,MA,9.4,0,3,23,0,56426,71.3,30,2010-05,2016-07,Individual,2,0,0
27566,36 months,14.96,115.75,D,D2,9,OTHER,73581.1,Not Verified,moving,NY,15.14,0,1,7,0,9573,15.5,23,2014-09,2017-01,Individual,1,0,1
33452,60 months,11.46,72.44,C,C1,10,RENT,39222.61,Not Verified,small_business,OH,13.86,0,1,7,0,40153,14.1,11,2008-07,2019-03,Joint App,4,0,0
36337,60 months,18.79,115.14,C,C1,2,RENT,46926.41,Source Verified,credit_card,MA,15.77,0,0,12,0,68392,19.5,13,2013-04,2018-03,Individual,2,0,0
33028,36 months,16.18,136.17,D,D2,2,RENT,43760.35,Source Verified,house,CA,24.3,0,0,23,1,67794,50.1,27,2007-08,2017-12,Individual,3,0,0
37522,36 months,18.39,149.32,E,E2,10,MORTGAGE,20169.35,Source Verified,moving,PA,6.8,0,1,29,0,61941,48.5,37,2005-10,2017-12,Individual,2,0,0
17249,36 months,14.22,59.99,E,E2,4,RENT,113918.4,Verified,small_business,MA,0.0,0,2,8,0,46549,25.0,20,2004-09,2019-09,Individual,2,0,1
16392,36 months,10.56,67.52,B,B5,7,MORTGAGE,72940.41,Not Verified,credit_card,IL,11.84,1,0,18,0,27821,29.3,30,2016-04,2019-06,Individual,1,0,0
13540,36 months,10.18,38.39,B,B2,2,MORTGAGE,31306.15,Source Verified,small_business,WA,7.94,0,1,13,0,19796,41.1,13,2007-01,2017-08,Individual,0,0,1
10173,36 months,9.73,35.94,D,D4,4,RENT,55001.58,Source Verified,credit_card,NC,0.0,0,1,26,0,39942,19.8,44,1995-09,2017-08,Individual,2,0,1
30204,36 months,13.78,160.86,D,D4,7,MORTGAGE,87945.34,Verified,debt_consolidation,MI,28.22,1,0,24,0,45064,57.2,32,2015-07,2018-02,Individual,1,0,0
28863,36 months,15.25,147.13,D,D1,9,MORTGAGE,50688.01,Verified,home_improvement,GA,19.92,0,2,6,0,25577,72.5,12,1992-01,2015-03,Individual,2,0,1
32254,36 months,16.58,169.39,C,C2,4,OWN,124748.19,Not Verified,small_business,MO,20.67,2,0,20,0,19632,37.6,38,2017-01,2019-10,Individual,2,0,0
7528,36 months,9.7,24.88,E,E3,0,RENT,282295.73,Verified,debt_consolidation,MA,14.0,0,0,1,0,61506,48.1,4,1991-02,2015-12,Joint App,2,0,1
20159,60 months,9.17,34.4,A,A3,4,OWN,45448.13,Verified,wedding,MA,18.95,0,0,15,0,42853,43.4,30,2008-08,2018-12,Individual,1,0,1
9656,36 months,10.68,41.27,C,C1,7,RENT,34561.03,Source Verified,moving,TN,13.04,0,2,8,0,38737,68.6,27,2002-04,2019-04,Individual,3,0,0
35828,36 months,13.41,210.24,A,A4,9,MORTGAGE,27074.69,Not Verified,credit_card,NC,21.7,0,1,11,0,64368,80.0,17,1998-04,2019-10,Joint App,1,0,0
11429,36 months,9.16,43.33,C,C2,9,MORTGAGE,12988.96,Verified,debt_consolidation,NY,17.32,0,0,10,0,77581,34.1,18,1999-12,2018-09,Joint App,1,0,0
6612,36 months,8.91,12.6,D,D2,8,RENT,103661.6,Verified,debt_consolidation,TX,15.74,0,0,17,0,58204,41.9,27,2001-08,2018-07,Individual,1,1,0
23224,36 months,12.53,89.93,C,C4,1,RENT,39652.28,Not Verified,home_improvement,MI,16.27,0,0,25,0,62427,58.4,41,2016-01,2018-02,Individual,0,0,0
35283,36 months,12.83,151.0,B,B5,5,MORTGAGE,82885.34,Not Verified,medical,MO,26.26,0,1,16,0,21628,48.1,35,2011-06,2019-09,Individual,1,0,0
36713,36 months,18.03,237.67,F,F5,6,RENT,93514.46,Source Verified,credit_card,MI,17.17,0,0,26,0,68801,23.0,37,1994-05,2015-02,Individual,2,0,1
4747,36 months,10.06,11.34,E,E5,5,RENT,25627.41,Not Verified,debt_consolidation,WI,8.79,0,1,29,0,58343,5.0,43,1995-10,2018-07,Individual,3,0,0
13709,36 months,10.5,34.04,C,C3,10,RENT,28043.48,Verified,debt_consolidation,NJ,18.35,1,0,7,0,44923,29.3,24,2012-07,2019-05,Individual,2,0,0
6987,36 months,13.54,38.4,G,G1,10,MORTGAGE,139638.49,Not Verified,debt_consolidation,WA,19.42,0,0,24,0,9903,47.8,35,2003-02,2019-01,Individual,1,0,1
13006,60 months,12.26,28.92,C,C2,2,RENT,47002.73,Source Verified,home_improvement,TX,14.99,1,0,7,0,41683,33.3,22,2006-04,2017-05,Individual,4,1,0
21819,60 months,15.87,52.09,E,E2,10,MORTGAGE,32985.64,Not Verified,credit_card,TN,15.64,1,0,4,0,51627,20.1,15,1998-07,2019-11,Individual,3,1,1
11942,36 months,9.08,29.5,A,A2,9,OWN,26183.8,Not Verified,debt_consolidation,MO,8.54,1,1,7,0,15947,29.6,17,1997-04,2018-10,Individual,0,0,0
3633,36 months,6.63,8.55,B,B2,7,MORTGAGE,45031.91,Verified,credit_card,NJ,16.68,0,0,12,0,25189,77.8,29,1997-04,2017-03,Individual,2,0,0
20891,36 months,10.38,62.37,B,B1,4,MORTGAGE,121144.18,Verified,moving,MD,7.5,0,1,5,0,62635,18.6,12,2000-12,2019-09,Individual,3,0,0
3059,36 months,5.79,6.14,A,A1,8,MORTGAGE,73958.75,Not Verified,credit_card,IL,14.24,1,1,18,0,49371,34.9,21,2000-01,2015-04,Individual,3,0,0
9841,36 months,9.96,27.34,C,C4,6,RENT,54669.29,Verified,debt_consolidation,MI,11.31,0,0,18,0,19037,30.9,32,1995-04,2019-05,Joint App,1,0,0
1020,36 months,6.24,1.5,A,A3,9,RENT,127148.7,Source Verified,credit_card,MD,22.88,1,1,21,0,68988,80.3,32,1995-07,2018-11,Individual,2,0,0
4386,36 months,9.54,17.26,D,D1,7,RENT,113262.69,Source Verified,wedding,WA,26.85,0,0,27,2,67562,11.8,38,2008-10,2018-07,Joint App,2,0,0
18016,36 months,9.36,59.94,A,A3,10,RENT,59902.49,Verified,debt_consolidation,AZ,7.99,1,2,6,0,10701,25.5,13,2008-10,2019-09,Individual,2,0,1
34177,36 months,14.49,155.89,A,A5,4,RENT,259282.06,Source Verified,debt_consolidation,NC,15.97,0,0,29,0,5265,42.5,43,2009-03,2019-12,Individual,3,0,0
31210,60 months,19.72,112.4,G,G3,0,MORTGAGE,42257.88,Source Verified,credit_card,NJ,13.83,0,1,25,0,55718,44.6,34,2000-08,2019-07,Individual,2,0,0
4854,60 months,9.97,12.04,D,D2,5,RENT,94732.94,Not Verified,debt_consolidation,GA,19.25,0,0,2,1,5877,63.7,15,1996-09,2018-06,Individual,0,0,1
2358,36 months,10.05,8.68,F,F2,10,RENT,38723.5,Verified,vacation,AZ,16.67,0,1,19,0,54665,61.6,19,2014-01,2019-04,Individual,2,0,0
14185,36 months,9.35,52.66,C,C2,7,OWN,84263.92,Verified,small_business,TX,13.29,1,2,8,0,43142,27.2,26,2007-07,2019-08,Individual,4,0,1
26438,36 months,10.58,84.17,A,A2,7,RENT,42233.44,Verified,debt_consolidation,NJ,16.66,0,2,2,0,60553,47.5,17,1994-08,2017-10,Individual,3,0,0
30122,60 months,13.51,82.08,C,C5,6,MORTGAGE,64655.02,Verified,moving,MD,14.5,2,2,20,0,2541,37.8,29,2011-03,2017-12,Joint App,0,0,0
33101,36 months,15.38,181.07,C,C5,6,RENT,205680.97,Source Verified,home_improvement,TX,27.12,1,2,2,1,77543,32.1,5,2001-09,2019-07,Individual,3,0,0
14345,36 months,9.21,40.0,A,A2,0,MORTGAGE,86778.23,Source Verified,credit_card,MI,10.44,0,1,6,0,7387,61.6,25,1998-05,2018-04,Individual,1,0,1
7552,36 months,9.69,24.0,F,F5,4,RENT,65258.05,Verified,debt_consolidation,AZ,17.8,1,1,20,0,38636,46.3,31,2009-01,2016-07,Individual,4,0,1
2027,60 months,7.6,2.78,D,D5,0,RENT,30797.18,Not Verified,home_improvement,TX,19.57,0,0,3,0,64988,73.1,12,2013-06,2019-12,Individual,2,0,1
6727,36 months,10.57,25.28,E,E1,3,MORTGAGE,54881.81,Verified,vacation,CA,19.07,1,1,22,1,10904,50.8,40,2003-05,2018-03,Individual,1,0,0
3541,36 months,6.61,6.08,C,C3,7,MORTGAGE,26774.32,Source Verified,debt_consolidation,FL,13.91,0,0,1,0,59987,59.8,19,1999-09,2019-08,Individual,0,0,0
34571,36 months,16.86,212.81,D,D4,8,RENT,83465.26,Not Verified,credit_card,IL,25.58,0,0,10,0,55675,0.0,15,2015-04,2016-06,Individual,1,0,0
11468,36 months,8.4,33.77,B,B3,2,RENT,82217.76,Source Verified,wedding,MO,1.38,0,2,8,0,70186,43.0,21,1995-10,2019-09,Individual,1,0,1
33101,36 months,17.81,189.85,G,G3,7,MORTGAGE,44012.05,Verified,credit_card,FL,8.34,0,2,5,0,43624,49.9,11,2004-09,2017-05,Individual,0,1,1
22573,36 months,12.51,101.18,C,C3,2,RENT,133001.97,Not Verified,debt_consolidation,WA,20.64,0,0,16,0,24741,51.8,16,2014-08,2017-06,Joint App,3,0,0
22018,36 months,10.98,75.68,A,A4,2,MORTGAGE,122239.52,Source Verified,debt_consolidation,OH,9.84,0,2,7,0,64952,72.2,15,1998-05,2017-04,Individual,1,0,1
18736,36 months,8.67,48.1,A,A2,10,MORTGAGE,53625.93,Verified,small_business,NJ,9.43,0,1,5,0,12266,53.7,9,2005-02,2018-12,Individual,4,0,1
32948,36 months,15.65,187.45,D,D3,6,MORTGAGE,68823.92,Verified,small_business,MD,12.73,0,2,12,0,63438,17.1,22,2008-03,2017-06,Individual,1,0,0
2694,60 months,11.63,6.88,G,G2,2,MORTGAGE,34438.34,Not Verified,debt_consolidation,MO,10.5,0,2,15,0,13279,52.1,23,2010-04,2018-11,Individual,2,0,1
4617,36 months,9.74,13.72,F,F5,1,RENT,41634.8,Verified,debt_consolidation,TX,20.46,0,5,19,0,58649,58.1,23,2000-07,2018-11,Individual,2,0,1
17512,36 months,10.09,53.08,D,D1,0,OWN,25673.01,Not Verified,credit_card,TX,22.33,0,2,3,0,3317,29.1,12,2007-12,2018-07,Individual,1,0,0
16384,36 months,12.65,66.98,G,G1,5,MORTGAGE,36790.61,Verified,small_business,GA,16.62,0,0,6,0,31763,33.1,20,1999-10,2017-04,Individual,2,0,1
22278,36 months,12.77,86.11,D,D1,1,MORTGAGE,46044.64,Verified,debt_consolidation,IN,23.38,1,3,2,0,70641,57.1,14,1997-11,2017-07,Individual,3,0,0
29774,36 months,11.76,146.38,B,B2,6,MORTGAGE,18102.04,Not Verified,credit_card,TN,6.29,0,1,23,0,38055,41.4,35,1995-05,2018-03,Individual,0,0,0
23914,60 months,13.26,66.77,D,D4,4,MORTGAGE,69292.25,Not Verified,credit_card,WA,16.53,1,2,17,0,2213,63.3,19,1996-01,2018-06,Individual,1,0,0
11040,36 months,9.76,36.0,A,A5,6,RENT,90515.55,Verified,debt_consolidation,MO,25.44,0,0,8,0,73283,45.1,9,1992-11,2016-11,Individual,3,0,0
13764,60 months,7.69,17.88,B,B3,2,OTHER,48788.47,Verified,debt_consolidation,FL,22.84,0,1,16,0,47906,0.0,28,2002-12,2018-09,Individual,1,0,1
30340,60 months,14.05,95.76,C,C1,1,OWN,9717.22,Not Verified,vacation,MA,26.05,0,0,24,0,34877,42.6,34,2012-08,2017-10,Individual,0,0,1
8857,36 months,10.67,28.29,B,B2,1,RENT,42116.9,Source Verified,moving,WI,11.87,0,0,23,0,70919,33.5,35,2016-06,2017-07,Individual,1,1,1
20662,36 months,16.06,98.58,G,G1,1,MORTGAGE,21246.94,Source Verified,debt_consolidation,WI,22.42,0,1,27,0,46928,53.8,34,2011-02,2019-07,Individual,2,0,0
22012,36 months,15.46,128.04,G,G3,0,MORTGAGE,34003.83,Verified,moving,MA,13.01,1,0,7,0,47911,49.9,9,2004-10,2016-08,Individual,4,0,1
30260,36 months,13.28,142.6,B,B4,2,OWN,117144.3,Not Verified,home_improvement,AZ,20.17,0,3,5,0,54681,22.6,12,2011-12,2017-09,Individual,1,0,0
28859,36 months,15.43,86.5,D,D1,8,MORTGAGE,11376.63,Verified,car,IL,25.18,0,0,23,0,13964,45.4,35,1996-06,2015-04,Individual,2,0,1
19122,36 months,13.62,84.53,C,C4,6,RENT,30036.92,Verified,house,MA,10.44,2,1,27,0,9258,52.2,46,2008-09,2018-02,Individual,1,0,0
13057,36 months,7.63,33.9,A,A2,2,MORTGAGE,80639.33,Verified,home_improvement,IL,3.01,0,3,6,0,48607,50.4,17,1996-02,2019-03,Individual,3,0,1
15348,36 months,8.83,42.62,B,B4,10,RENT,32171.76,Verified,credit_card,NC,28.93,0,4,21,1,61553,61.0,29,2017-03,2018-09,Individual,3,0,1
17052,60 months,8.51,29.8,B,B5,8,MORTGAGE,30728.38,Source Verified,debt_consolidation,NY,19.42,2,1,17,0,76872,21.0,24,2016-08,2019-12,Individual,1,0,0
9548,36 months,8.41,18.69,B,B4,8,MORTGAGE,165950.31,Verified,credit_card,OH,15.25,0,0,26,0,1196,38.4,26,2006-04,2018-11,Individual,0,1,1
25390,60 months,10.56,28.32,B,B4,9,MORTGAGE,61514.76,Source Verified,credit_card,TX,14.87,1,1,6,0,6179,0.0,9,2008-02,2015-12,Individual,2,0,1
9126,36 months,6.72,17.12,A,A4,8,RENT,85869.28,Source Verified,home_improvement,MI,1.33,0,1,11,0,78565,65.1,18,1996-06,2018-06,Individual,2,0,0
26298,36 months,11.38,104.45,B,B1,10,MORTGAGE,65959.87,Verified,debt_consolidation,TX,17.46,0,0,19,1,13895,43.9,31,2003-09,2016-04,Individual,2,0,0
30308,36 months,18.37,85.83,F,F1,3,MORTGAGE,54015.07,Not Verified,medical,TN,12.29,0,0,26,0,45472,39.8,37,1999-01,2017-11,Individual,1,0,0
38511,36 months,14.02,154.67,A,A2,9,RENT,104654.0,Source Verified,house,AZ,16.37,0,1,24,0,37778,39.4,30,1999-05,2016-05,Individual,0,0,1
5637,36 months,7.79,9.95,B,B4,1,RENT,153769.19,Verified,debt_consolidation,AZ,16.21,1,2,14,0,13444,51.6,24,2002-11,2016-07,Individual,0,0,1
30629,60 months,12.53,73.65,C,C4,3,RENT,17852.34,Verified,home_improvement,MA,0.0,1,1,11,0,61498,62.8,15,2000-01,2016-12,Individual,3,0,1
4353,36 months,7.15,13.76,B,B4,9,OWN,47992.96,Source Verified,medical,TN,19.43,0,5,6,0,62735,36.2,7,2011-01,2017-01,Individual,2,0,1
14152,36 months,8.89,40.42,C,C2,1,MORTGAGE,47766.54,Not Verified,credit_card,AZ,17.32,0,1,12,0,22512,50.2,17,2009-12,2019-10,Individual,1,1,1
7875,36 months,6.46,16.65,A,A5,5,MORTGAGE,37889.66,Source Verified,wedding,WA,18.26,0,1,29,0,67561,50.0,32,2013-03,2019-01,Individual,3,0,1
7329,36 months,12.19,33.95,D,D3,3,MORTGAGE,88312.45,Not Verified,credit_card,FL,14.72,0,2,7,0,48408,0.0,17,1993-07,2015-08,Individual,3,1,0
7838,36 months,9.88,25.9,C,C2,1,MORTGAGE,57189.9,Verified,debt_consolidation,MA,16.34,0,0,28,0,16381,27.8,43,2017-07,2019-02,Joint App,3,0,0
2713,36 months,8.22,7.17,D,D4,2,MORTGAGE,155637.32,Not Verified,credit_card,MI,17.21,1,2,9,0,21362,50.7,12,1994-08,2015-10,Individual,2,0,1
33101,36 months,18.91,240.87,C,C1,5,RENT,94860.23,Verified,credit_card,FL,17.92,0,2,4,0,3300,66.7,4,2013-10,2015-12,Individual,2,0,1
3384,36 months,6.55,7.97,C,C3,6,RENT,111170.63,Verified,debt_consolidation,MI,19.33,0,0,21,0,45125,69.2,22,2008-08,2019-07,Individual,2,0,0
16541,36 months,11.43,66.05,B,B4,7,RENT,23872.95,Source Verified,major_purchase,OH,17.98,1,1,14,0,41959,17.5,18,1998-12,2017-12,Individual,1,1,0
28267,60 months,11.13,61.47,B,B4,1,MORTGAGE,30222.7,Verified,home_improvement,FL,28.95,0,1,22,1,14405,62.0,25,2005-08,2017-09,Individual,2,0,1
39625,36 months,16.41,204.25,C,C2,3,MORTGAGE,31754.35,Source Verified,credit_card,VA,10.92,1,1,29,0,51245,62.7,48,1994-02,2017-01,Individual,2,0,1
34294,36 months,11.96,157.62,A,A1,1,MORTGAGE,108431.21,Verified,credit_card,MO,13.38,0,1,5,0,24319,50.3,9,1997-08,2018-05,Individual,2,0,1
6351,60 months,7.8,9.35,B,B1,0,MORTGAGE,27438.28,Not Verified,credit_card,CA,27.85,0,1,16,0,13461,1.6,29,1997-01,2018-05,Individual,2,0,0
39521,36 months,17.65,280.23,D,D1,4,MORTGAGE,27923.93,Not Verified,credit_card,NY,14.92,0,2,8,0,14749,31.3,21,2000-05,2018-12,Individual,1,0,0
26488,36 months,11.25,81.99,A,A5,6,OTHER,25013.9,Source Verified,credit_card,MD,22.52,0,0,15,1,44928,44.2,19,1992-09,2015-12,Individual,2,0,0
8003,60 months,8.31,16.48,A,A4,4,MORTGAGE,255714.36,Source Verified,debt_consolidation,AZ,16.95,0,0,8,0,74054,37.3,10,2007-12,2016-10,Joint App,1,0,0
18500,60 months,11.64,46.46,D,D3,0,RENT,45010.94,Verified,medical,IL,14.41,0,0,6,0,42111,0.0,9,2015-04,2017-07,Individual,3,0,0
36797,60 months,15.49,95.6,B,B3,2,RENT,67368.5,Not Verified,wedding,GA,22.9,0,0,16,0,49656,36.8,33,2006-02,2019-01,Joint App,4,0,1
16323,36 months,13.67,80.69,E,E2,4,MORTGAGE,24726.47,Source Verified,credit_card,TX,19.63,0,0,13,0,69087,23.4,21,2010-02,2019-10,Joint App,2,0,0
8161,60 months,9.76,14.2,F,F1,3,MORTGAGE,87164.73,Source Verified,small_business,IN,5.26,1,1,23,0,52103,53.8,23,2014-05,2016-05,Individual,1,0,1
35128,36 months,18.28,215.24,G,G1,9,MORTGAGE,16912.36,Verified,wedding,AZ,17.21,1,2,15,0,65266,51.6,27,2011-01,2017-03,Joint App,1,0,1
38166,60 months,16.41,115.1,C,C4,6,RENT,27244.27,Verified,debt_consolidation,IL,9.03,0,1,18,0,42960,52.5,26,2015-04,2017-11,Individual,3,0,1
39048,60 months,16.42,125.39,B,B1,10,MORTGAGE,31608.32,Source Verified,debt_consolidation,FL,24.9,0,1,21,0,10556,34.6,24,2016-12,2019-02,Individual,1,0,0
38272,60 months,18.97,167.99,D,D1,1,RENT,55900.18,Source Verified,debt_consolidation,AZ,28.28,0,3,2,0,52752,42.4,5,1999-05,2019-08,Individual,3,0,0
35041,36 months,16.2,205.57,D,D4,4,RENT,30459.42,Not Verified,credit_card,VA,29.12,0,0,14,0,56561,40.3,28,2009-09,2015-04,Individual,1,0,1
18725,36 months,12.0,60.85,D,D3,0,MORTGAGE,122320.37,Not Verified,debt_consolidation,MA,18.5,0,0,16,0,35796,60.3,22,2005-02,2018-10,Individual,3,0,0
8499,36 months,6.98,16.25,B,B3,0,MORTGAGE,66299.25,Source Verified,credit_card,IL,12.77,0,0,19,0,40229,31.3,19,2001-05,2017-09,Individual,2,0,1
25069,36 months,11.66,101.83,A,A2,10,RENT,32410.51,Source Verified,credit_card,WI,18.25,0,0,2,0,7435,26.9,17,2009-06,2017-03,Individual,2,0,1
9611,36 months,7.95,26.93,B,B1,5,RENT,89194.11,Not Verified,debt_consolidation,FL,9.42,1,0,3,0,37300,61.2,6,2006-08,2018-12,Individual,1,0,1
19453,60 months,9.53,32.91,A,A3,7,MORTGAGE,38716.81,Verified,credit_card,FL,32.42,0,4,25,0,73784,58.4,44,2007-07,2019-01,Joint App,4,0,1
26586,36 months,11.53,129.28,A,A2,3,RENT,34397.46,Source Verified,debt_consolidation,MA,24.36,3,1,23,0,12986,51.3,34,1996-11,2018-10,Individual,2,0,1
37916,36 months,19.64,281.88,F,F3,0,RENT,83909.1,Source Verified,credit_card,VA,18.13,0,3,13,0,51241,73.6,23,1994-12,2017-07,Individual,2,0,0
